Date,Month,Quarter,Day_of_Week,State,Category,Sales_Channel,Payment_Method,Customer_Gender,Customer_Age,Unit_Price_NGN,Quantity_Sold,Discount_Percent,Revenue_NGN,Profit_Margin,Profit_NGN,Customer_Rating,Item_Returned
2023-01-05,January,Q1,Thursday,Kaduna,Home Appliances,Physical Store,Cash,Female,37,32800.0,3,0,98400.0,0.2492,24521.28,2.5,0
2023-08-23,August,Q3,Wednesday,Enugu,Home Appliances,Online,Mobile Money,Female,69,269600.0,10,10,2426400.0,0.1496,362989.44,4.5,1
2023-11-15,November,Q4,Wednesday,Abuja,Clothing,Online,Mobile Money,Female,48,38100.0,2,5,72390.0,0.281,20341.59,4.7,0
2023-10-16,October,Q4,Monday,Kano,Clothing,Online,POS,Male,45,27200.0,11,10,269280.0,0.1433,38587.82,5.0,0
2023-02-21,February,Q1,Tuesday,Kaduna,Home Appliances,Wholesale,Mobile Money,Male,32,266600.0,10,15,2266100.0,0.1927,436677.47,4.3,0
2023-02-07,February,Q1,Tuesday,Port Harcourt,Clothing,Wholesale,Bank Transfer,Male,58,45000.0,14,15,535500.0,0.3707,198509.85,4.1,0
2023-10-03,October,Q4,Tuesday,Benin City,Home Appliances,Physical Store,Bank Transfer,Male,47,190900.0,7,20,1069040.0,0.1504,160783.62,2.3,0
2023-04-20,April,Q2,Thursday,Abuja,Home Appliances,Physical Store,Mobile Money,Male,57,81300.0,2,5,154470.0,0.1042,16095.77,2.7,0
2023-09-17,September,Q3,Sunday,Benin City,Cosmetics,Physical Store,Bank Transfer,Male,66,2600.0,9,0,23400.0,0.1035,2421.9,3.1,1
2023-05-16,May,Q2,Tuesday,Lagos,Electronics,Online,Cash,Male,29,268400.0,16,5,4079680.0,0.3999,1631464.03,4.2,0
2023-03-09,March,Q1,Thursday,Port Harcourt,Home Appliances,Wholesale,Cash,Female,25,136000.0,13,0,1768000.0,0.2524,446243.2,4.7,0
2023-06-28,June,Q2,Wednesday,Port Harcourt,Food & Beverage,Physical Store,Mobile Money,Male,62,8000.0,9,10,64800.0,0.2192,14204.16,2.2,0
2023-02-05,February,Q1,Sunday,Lagos,Books & Stationery,Online,Cash,Male,66,7400.0,4,10,26640.0,0.3557,9475.85,4.7,1
2023-05-06,May,Q2,Saturday,Abuja,Electronics,Physical Store,Cash,Female,51,75800.0,10,10,682200.0,0.3642,248457.24,3.9,0
2023-07-09,July,Q3,Sunday,Lagos,Electronics,Online,POS,Male,49,211100.0,12,0,2533200.0,0.1929,488654.28,3.6,0
2023-05-26,May,Q2,Friday,Benin City,Electronics,Online,POS,Male,24,227700.0,17,0,3870900.0,0.3158,1222430.22,2.2,0
2023-03-22,March,Q1,Wednesday,Enugu,Cosmetics,Physical Store,Cash,Female,57,15500.0,14,5,206150.0,0.3422,70544.53,1.7,0
2023-08-13,August,Q3,Sunday,Port Harcourt,Home Appliances,Online,Mobile Money,Male,43,32800.0,14,0,459200.0,0.3026,138953.92,3.5,0
2023-10-06,October,Q4,Friday,Ibadan,Cosmetics,Physical Store,POS,Male,26,11400.0,2,15,19380.0,0.1315,2548.47,3.8,0
2023-12-27,December,Q4,Wednesday,Ibadan,Home Appliances,Online,Bank Transfer,Male,29,98700.0,11,0,1085700.0,0.3778,410177.46,2.2,0
2023-06-04,June,Q2,Sunday,Benin City,Cosmetics,Online,Bank Transfer,Female,54,20600.0,16,0,329600.0,0.2633,86783.68,3.4,0
2023-11-10,November,Q4,Friday,Kano,Cosmetics,Online,Bank Transfer,Male,70,25900.0,19,0,492100.0,0.176,86609.6,4.5,0
2023-12-01,December,Q4,Friday,Kaduna,Books & Stationery,Online,Mobile Money,Male,62,3200.0,6,10,17280.0,0.2246,3881.09,4.4,0
2023-09-28,September,Q3,Thursday,Lagos,Food & Beverage,Physical Store,Cash,Female,69,8500.0,19,10,145350.0,0.0928,13488.48,4.7,0
2023-01-05,January,Q1,Thursday,Lagos,Cosmetics,Online,Bank Transfer,Male,34,9700.0,5,0,48500.0,0.1235,5989.75,2.8,0
2023-12-08,December,Q4,Friday,Kano,Books & Stationery,Physical Store,Mobile Money,Female,69,7600.0,4,0,30400.0,0.3403,10345.12,2.6,0
2023-10-11,October,Q4,Wednesday,Kano,Clothing,Physical Store,POS,Female,30,37200.0,15,5,530100.0,0.08,42408.0,4.1,0
2023-06-03,June,Q2,Saturday,Benin City,Food & Beverage,Physical Store,Cash,Male,43,6800.0,4,0,27200.0,0.2216,6027.52,3.0,0
2023-12-06,December,Q4,Wednesday,Benin City,Cosmetics,Wholesale,POS,Female,39,14500.0,10,10,130500.0,0.2577,33629.85,1.8,0
2023-02-23,February,Q1,Thursday,Kano,Electronics,Physical Store,Mobile Money,Female,23,120400.0,3,10,325080.0,0.0986,32052.89,2.5,1
2023-03-10,March,Q1,Friday,Port Harcourt,Clothing,Online,Bank Transfer,Male,58,16600.0,5,0,83000.0,0.4108,34096.4,3.0,0
2023-05-16,May,Q2,Tuesday,Benin City,Clothing,Online,Bank Transfer,Female,24,43700.0,6,0,262200.0,0.1569,41139.18,2.5,0
2023-03-01,March,Q1,Wednesday,Enugu,Books & Stationery,Online,Mobile Money,Female,62,3700.0,8,20,23680.0,0.1834,4342.91,2.7,0
2023-02-24,February,Q1,Friday,Benin City,Clothing,Physical Store,Bank Transfer,Male,48,24600.0,7,5,163590.0,0.1833,29986.05,2.5,0
2023-10-11,October,Q4,Wednesday,Lagos,Food & Beverage,Online,Cash,Male,48,11900.0,10,10,107100.0,0.1583,16953.93,1.6,0
2023-03-21,March,Q1,Tuesday,Benin City,Cosmetics,Physical Store,Mobile Money,Male,34,20200.0,6,0,121200.0,0.0805,9756.6,3.7,0
2023-05-20,May,Q2,Saturday,Port Harcourt,Cosmetics,Physical Store,POS,Female,18,17000.0,14,5,226100.0,0.328,74160.8,3.6,0
2023-05-25,May,Q2,Thursday,Kano,Electronics,Online,Mobile Money,Male,25,153400.0,4,0,613600.0,0.4087,250778.32,3.8,0
2023-11-06,November,Q4,Monday,Lagos,Books & Stationery,Physical Store,Cash,Female,55,2200.0,13,5,27170.0,0.1563,4246.67,2.2,0
2023-04-18,April,Q2,Tuesday,Benin City,Electronics,Online,Cash,Female,62,136200.0,17,20,1852320.0,0.3054,565698.53,2.5,0
2023-06-25,June,Q2,Sunday,Port Harcourt,Clothing,Online,Mobile Money,Female,57,34800.0,7,0,243600.0,0.3322,80923.92,3.7,0
2023-04-15,April,Q2,Saturday,Enugu,Electronics,Physical Store,Mobile Money,Female,16,224500.0,4,0,898000.0,0.3685,330913.0,3.6,0
2023-12-18,December,Q4,Monday,Benin City,Food & Beverage,Physical Store,Bank Transfer,Female,44,9200.0,14,0,128800.0,0.2237,28812.56,3.3,0
2023-11-21,November,Q4,Tuesday,Port Harcourt,Cosmetics,Physical Store,Cash,Female,65,7300.0,3,0,21900.0,0.183,4007.7,2.7,0
2023-05-16,May,Q2,Tuesday,Enugu,Clothing,Physical Store,Mobile Money,Female,49,26100.0,5,0,130500.0,0.1906,24873.3,4.7,0
2023-09-16,September,Q3,Saturday,Kano,Electronics,Online,Mobile Money,Male,66,325800.0,16,0,5212800.0,0.3223,1680085.44,2.7,0
2023-09-08,September,Q3,Friday,Benin City,Books & Stationery,Physical Store,Cash,Male,28,4000.0,4,10,14400.0,0.3577,5150.88,3.1,0
2023-05-09,May,Q2,Tuesday,Enugu,Food & Beverage,Physical Store,Mobile Money,Female,69,8500.0,2,5,16150.0,0.1417,2288.46,3.9,1
2023-01-27,January,Q1,Friday,Lagos,Food & Beverage,Physical Store,Bank Transfer,Female,16,1900.0,18,0,34200.0,0.2061,7048.62,3.4,0
2023-02-17,February,Q1,Friday,Kano,Electronics,Online,Cash,Male,49,341000.0,19,20,5183200.0,0.3867,2004343.44,2.7,0
2023-11-21,November,Q4,Tuesday,Lagos,Cosmetics,Physical Store,Bank Transfer,Female,44,18900.0,19,0,359100.0,0.3543,127229.13,3.0,0
2023-08-05,August,Q3,Saturday,Ibadan,Electronics,Online,Bank Transfer,Male,63,95200.0,17,20,1294720.0,0.4149,537179.33,4.3,0
2023-05-22,May,Q2,Monday,Abuja,Clothing,Online,Bank Transfer,Male,62,9700.0,14,0,135800.0,0.3364,45683.12,2.5,1
2023-01-23,January,Q1,Monday,Benin City,Electronics,Wholesale,Bank Transfer,Male,28,199500.0,19,15,3221925.0,0.2137,688525.37,2.0,0
2023-01-02,January,Q1,Monday,Enugu,Food & Beverage,Online,Cash,Female,63,6900.0,13,10,80730.0,0.2808,22668.98,2.6,0
2023-06-20,June,Q2,Tuesday,Abuja,Electronics,Wholesale,Bank Transfer,Female,64,46200.0,12,15,471240.0,0.3047,143586.83,4.5,0
2023-03-08,March,Q1,Wednesday,Abuja,Cosmetics,Physical Store,Bank Transfer,Male,68,29800.0,6,20,143040.0,0.1067,15262.37,1.8,0
2023-11-23,November,Q4,Thursday,Enugu,Books & Stationery,Online,Mobile Money,Male,44,7400.0,4,0,29600.0,0.2651,7846.96,5.0,0
2023-05-15,May,Q2,Monday,Kano,Home Appliances,Physical Store,Cash,Male,54,133500.0,19,20,2029200.0,0.3212,651779.04,3.4,0
2023-03-24,March,Q1,Friday,Benin City,Electronics,Wholesale,Cash,Male,39,54400.0,16,0,870400.0,0.1369,119157.76,4.9,1
2023-08-15,August,Q3,Tuesday,Ibadan,Cosmetics,Physical Store,POS,Male,41,25200.0,13,0,327600.0,0.3454,113153.04,4.8,0
2023-10-10,October,Q4,Tuesday,Lagos,Cosmetics,Physical Store,Cash,Female,32,15700.0,4,0,62800.0,0.2785,17489.8,3.1,0
2023-12-28,December,Q4,Thursday,Port Harcourt,Books & Stationery,Physical Store,Cash,Male,22,6000.0,17,5,96900.0,0.4038,39128.22,2.2,1
2023-08-07,August,Q3,Monday,Lagos,Food & Beverage,Physical Store,POS,Female,28,6400.0,1,0,6400.0,0.0944,604.16,2.1,0
2023-10-15,October,Q4,Sunday,Port Harcourt,Cosmetics,Physical Store,Cash,Male,20,9300.0,18,5,159030.0,0.1702,27066.91,2.3,1
2023-01-05,January,Q1,Thursday,Lagos,Cosmetics,Online,Cash,Female,41,25300.0,17,5,408595.0,0.2845,116245.28,4.0,1
2023-02-27,February,Q1,Monday,Enugu,Cosmetics,Physical Store,Cash,Female,64,29400.0,15,10,396900.0,0.1808,71759.52,2.5,0
2023-02-08,February,Q1,Wednesday,Ibadan,Cosmetics,Online,Cash,Female,18,8400.0,11,15,78540.0,0.3229,25360.57,2.7,0
2023-12-20,December,Q4,Wednesday,Benin City,Clothing,Wholesale,POS,Female,22,26200.0,13,5,323570.0,0.3381,109399.02,3.1,0
2023-03-18,March,Q1,Saturday,Port Harcourt,Clothing,Wholesale,Cash,Female,64,19100.0,1,0,19100.0,0.1149,2194.59,4.7,1
2023-10-07,October,Q4,Saturday,Benin City,Food & Beverage,Online,Cash,Female,54,11100.0,17,0,188700.0,0.2547,48061.89,2.2,0
2023-01-19,January,Q1,Thursday,Benin City,Electronics,Physical Store,POS,Male,68,185300.0,6,0,1111800.0,0.253,281285.4,1.5,0
2023-07-09,July,Q3,Sunday,Benin City,Cosmetics,Wholesale,Mobile Money,Female,16,26600.0,4,0,106400.0,0.2056,21875.84,1.7,1
2023-10-26,October,Q4,Thursday,Kaduna,Books & Stationery,Online,Bank Transfer,Male,64,7000.0,16,0,112000.0,0.3972,44486.4,4.7,1
2023-10-10,October,Q4,Tuesday,Kano,Electronics,Physical Store,Mobile Money,Female,32,107500.0,15,0,1612500.0,0.3614,582757.5,3.8,0
2023-03-17,March,Q1,Friday,Lagos,Books & Stationery,Wholesale,POS,Female,58,6500.0,15,20,78000.0,0.3171,24733.8,2.5,0
2023-08-09,August,Q3,Wednesday,Benin City,Electronics,Online,Bank Transfer,Male,40,154000.0,6,5,877800.0,0.3229,283441.62,2.1,1
2023-03-07,March,Q1,Tuesday,Lagos,Food & Beverage,Physical Store,POS,Female,18,11200.0,15,0,168000.0,0.237,39816.0,2.5,0
2023-01-22,January,Q1,Sunday,Benin City,Cosmetics,Online,POS,Male,30,16000.0,14,5,212800.0,0.3931,83651.68,1.9,1
2023-06-07,June,Q2,Wednesday,Port Harcourt,Cosmetics,Wholesale,Cash,Male,44,24900.0,11,0,273900.0,0.3162,86607.18,4.8,0
2023-07-06,July,Q3,Thursday,Kano,Home Appliances,Wholesale,Bank Transfer,Male,68,84900.0,7,5,564585.0,0.3279,185127.42,4.2,0
2023-01-21,January,Q1,Saturday,Kano,Books & Stationery,Wholesale,Cash,Male,58,2900.0,9,10,23490.0,0.373,8761.77,3.1,0
2023-07-03,July,Q3,Monday,Enugu,Electronics,Physical Store,Bank Transfer,Female,47,211600.0,16,5,3216320.0,0.1732,557066.62,4.5,0
2023-04-18,April,Q2,Tuesday,Kaduna,Electronics,Wholesale,POS,Female,41,349600.0,5,5,1660600.0,0.3544,588516.64,2.4,0
2023-12-16,December,Q4,Saturday,Enugu,Clothing,Physical Store,POS,Male,31,23600.0,10,20,188800.0,0.1464,27640.32,4.0,0
2023-05-08,May,Q2,Monday,Enugu,Home Appliances,Online,Mobile Money,Female,40,48400.0,18,15,740520.0,0.1974,146178.65,4.5,0
2023-12-08,December,Q4,Friday,Enugu,Clothing,Physical Store,Bank Transfer,Female,69,25600.0,3,10,69120.0,0.1941,13416.19,2.7,0
2023-02-22,February,Q1,Wednesday,Enugu,Clothing,Online,Cash,Male,43,17500.0,13,5,216125.0,0.4127,89194.79,4.2,0
2023-07-01,July,Q3,Saturday,Enugu,Clothing,Physical Store,Mobile Money,Female,24,26200.0,11,10,259380.0,0.3712,96281.86,2.5,0
2023-10-14,October,Q4,Saturday,Ibadan,Books & Stationery,Online,Mobile Money,Male,71,4700.0,17,0,79900.0,0.3184,25440.16,2.5,0
2023-07-28,July,Q3,Friday,Kano,Books & Stationery,Online,Mobile Money,Male,71,4100.0,13,0,53300.0,0.3272,17439.76,1.9,0
2023-11-14,November,Q4,Tuesday,Enugu,Food & Beverage,Online,Cash,Female,16,4200.0,6,0,25200.0,0.2711,6831.72,3.0,0
2023-03-21,March,Q1,Tuesday,Benin City,Food & Beverage,Physical Store,Mobile Money,Female,44,2700.0,17,5,43605.0,0.402,17529.21,4.1,0
2023-05-02,May,Q2,Tuesday,Kano,Clothing,Online,Cash,Female,37,32300.0,13,5,398905.0,0.2487,99207.67,4.8,0
2023-03-25,March,Q1,Saturday,Kano,Home Appliances,Physical Store,Mobile Money,Male,31,163500.0,19,0,3106500.0,0.2094,650501.1,3.6,0
2023-04-01,April,Q2,Saturday,Abuja,Electronics,Online,Cash,Male,56,93200.0,19,20,1416640.0,0.1354,191813.06,4.5,1
2023-07-31,July,Q3,Monday,Ibadan,Books & Stationery,Online,POS,Female,66,6400.0,10,20,51200.0,0.3473,17781.76,4.4,0
2023-01-13,January,Q1,Friday,Enugu,Home Appliances,Physical Store,POS,Female,59,19900.0,3,10,53730.0,0.3297,17714.78,2.1,0
2023-04-02,April,Q2,Sunday,Lagos,Cosmetics,Physical Store,POS,Female,66,22700.0,14,5,301910.0,0.2107,63612.44,3.2,1
2023-06-20,June,Q2,Tuesday,Port Harcourt,Books & Stationery,Online,POS,Female,69,5900.0,19,15,95285.0,0.0886,8442.25,1.9,0
2023-07-30,July,Q3,Sunday,Kaduna,Books & Stationery,Physical Store,POS,Male,56,6600.0,5,0,33000.0,0.3653,12054.9,3.9,0
2023-12-09,December,Q4,Saturday,Benin City,Food & Beverage,Wholesale,Mobile Money,Female,22,4900.0,5,10,22050.0,0.0839,1850.0,4.8,0
2023-05-08,May,Q2,Monday,Lagos,Electronics,Physical Store,Mobile Money,Male,29,237300.0,17,0,4034100.0,0.3193,1288088.13,2.0,0
2023-05-17,May,Q2,Wednesday,Ibadan,Electronics,Online,Mobile Money,Male,44,290000.0,10,10,2610000.0,0.4099,1069839.0,4.1,0
2023-03-23,March,Q1,Thursday,Port Harcourt,Cosmetics,Online,Cash,Female,34,29500.0,5,0,147500.0,0.2288,33748.0,3.7,0
2023-12-26,December,Q4,Tuesday,Ibadan,Cosmetics,Wholesale,Cash,Female,34,15600.0,4,15,53040.0,0.1599,8481.1,3.5,0
2023-02-25,February,Q1,Saturday,Benin City,Books & Stationery,Online,Cash,Female,17,1100.0,6,20,5280.0,0.3197,1688.02,2.9,0
2023-07-15,July,Q3,Saturday,Kano,Clothing,Wholesale,Cash,Male,56,24100.0,4,0,96400.0,0.3578,34491.92,2.7,0
2023-01-20,January,Q1,Friday,Port Harcourt,Food & Beverage,Physical Store,POS,Female,60,7300.0,7,5,48545.0,0.2658,12903.26,1.7,0
2023-08-29,August,Q3,Tuesday,Kano,Food & Beverage,Wholesale,POS,Female,30,10500.0,7,20,58800.0,0.4088,24037.44,2.3,0
2023-04-24,April,Q2,Monday,Benin City,Books & Stationery,Physical Store,POS,Male,18,7100.0,18,5,121410.0,0.0976,11849.62,1.6,0
2023-04-13,April,Q2,Thursday,Lagos,Home Appliances,Wholesale,Bank Transfer,Female,26,127800.0,3,15,325890.0,0.2516,81993.92,3.5,0
2023-08-24,August,Q3,Thursday,Benin City,Clothing,Online,Mobile Money,Male,68,25100.0,1,5,23845.0,0.3243,7732.93,1.9,0
2023-06-29,June,Q2,Thursday,Lagos,Books & Stationery,Physical Store,Cash,Female,61,4100.0,4,0,16400.0,0.3733,6122.12,4.6,0
2023-06-06,June,Q2,Tuesday,Port Harcourt,Clothing,Physical Store,Cash,Male,45,33300.0,6,0,199800.0,0.1409,28151.82,3.3,0
2023-04-27,April,Q2,Thursday,Port Harcourt,Clothing,Physical Store,POS,Female,55,20200.0,9,0,181800.0,0.352,63993.6,3.9,0
2023-04-25,April,Q2,Tuesday,Enugu,Clothing,Physical Store,Cash,Female,33,30500.0,14,10,384300.0,0.2679,102953.97,2.9,0
2023-01-13,January,Q1,Friday,Ibadan,Books & Stationery,Wholesale,Cash,Male,66,1900.0,12,0,22800.0,0.2148,4897.44,3.5,0
2023-12-04,December,Q4,Monday,Enugu,Food & Beverage,Wholesale,Mobile Money,Male,63,5900.0,4,5,22420.0,0.1248,2798.02,4.8,0
2023-04-09,April,Q2,Sunday,Ibadan,Food & Beverage,Physical Store,POS,Female,17,11600.0,12,5,132240.0,0.3742,49484.21,1.8,0
2023-07-24,July,Q3,Monday,Enugu,Clothing,Physical Store,Mobile Money,Male,47,17200.0,10,5,163400.0,0.1335,21813.9,2.4,0
2023-06-18,June,Q2,Sunday,Kano,Home Appliances,Physical Store,Bank Transfer,Male,23,196400.0,7,15,1168580.0,0.1853,216537.87,4.2,0
2023-05-23,May,Q2,Tuesday,Port Harcourt,Electronics,Physical Store,Bank Transfer,Male,37,232700.0,3,20,558480.0,0.1786,99744.53,1.8,0
2023-02-05,February,Q1,Sunday,Lagos,Books & Stationery,Online,Bank Transfer,Male,21,6900.0,14,5,91770.0,0.3763,34533.05,1.8,0
2023-05-23,May,Q2,Tuesday,Ibadan,Electronics,Online,POS,Female,27,300500.0,10,15,2554250.0,0.3087,788496.98,2.8,0
2023-06-29,June,Q2,Thursday,Benin City,Home Appliances,Online,Cash,Female,62,241700.0,16,10,3480480.0,0.3509,1221300.43,1.8,0
2023-11-25,November,Q4,Saturday,Ibadan,Books & Stationery,Online,POS,Male,55,3500.0,16,5,53200.0,0.1652,8788.64,3.5,0
2023-09-18,September,Q3,Monday,Lagos,Clothing,Online,POS,Male,51,16300.0,10,20,130400.0,0.2925,38142.0,2.3,0
2023-07-24,July,Q3,Monday,Enugu,Food & Beverage,Online,Cash,Male,30,8800.0,13,0,114400.0,0.2744,31391.36,4.6,0
2023-12-14,December,Q4,Thursday,Ibadan,Electronics,Online,Mobile Money,Male,43,269400.0,6,0,1616400.0,0.3632,587076.48,4.2,0
2023-10-02,October,Q4,Monday,Kaduna,Cosmetics,Online,Bank Transfer,Female,67,26400.0,12,15,269280.0,0.3881,104507.57,3.9,0
2023-06-19,June,Q2,Monday,Kano,Cosmetics,Wholesale,Mobile Money,Female,64,2500.0,9,5,21375.0,0.0841,1797.64,3.7,0
2023-01-15,January,Q1,Sunday,Port Harcourt,Home Appliances,Physical Store,Bank Transfer,Male,60,26600.0,13,15,293930.0,0.3092,90883.16,4.5,0
2023-03-01,March,Q1,Wednesday,Lagos,Clothing,Online,POS,Male,33,29500.0,4,15,100300.0,0.0976,9789.28,2.3,0
2023-05-14,May,Q2,Sunday,Port Harcourt,Electronics,Physical Store,Bank Transfer,Male,17,323500.0,11,0,3558500.0,0.2666,948696.1,4.6,0
