OrderID,OrderDate,Region,Store,ProductCategory,UnitPrice,Quantity,DiscountPercent,GrossSales,NetSales,Cost,Profit,PaymentMethod,CustomerSegment,CustomerAge,CustomerGender,SatisfactionScore,DeliveryDays
ORD103438,2024-11-13,South,Store_18,Groceries,35.02,4,0.0,224.13,224.13,130.18,93.95,Credit Card,Returning,28.0,Male,4.3,1.0
ORD102721,2024-05-02,Central,Store_11,Home & Living,450.5,2,0.0,901.0,901.0,448.64,452.36,Debit Card,Returning,23.0,Female,3.7,3.0
ORD102347,2024-07-03,North,Store_11,Clothing,75.06,1,0.0,90.07,90.07,44.53,45.54,Bank Transfer,Returning,37.0,Male,4.1,4.0
ORD101251,2023-10-28,East,Store_11,Electronics,474.61,2,5.0,949.22,901.76,491.86,409.9,Debit Card,New,39.0,Other,5.0,3.0
ORD101892,2024-10-03,West,Store_08,Beauty,78.12,1,0.0,78.12,78.12,35.88,42.24,Mobile Wallet,Returning,31.0,Male,4.3,3.0
ORD100568,2024-04-14,West,Store_14,Home & Living,95.59,3,0.0,286.77,286.77,199.66,87.11,Bank Transfer,New,48.0,Male,3.0,1.0
ORD105580,2024-01-29,Central,Store_09,Groceries,33.51,1,25.0,33.51,25.13,15.54,9.59,Debit Card,Returning,45.0,Female,4.6,2.0
ORD102910,2023-03-23,Central,Store_14,Electronics,1106.81,1,0.0,1106.81,1106.81,741.15,365.66,Bank Transfer,Returning,25.0,Male,3.9,3.0
ORD104327,2023-11-07,South,Store_03,Groceries,3.82,2,0.0,12.22,12.22,7.46,4.76,Debit Card,Returning,48.0,Other,4.5,4.0
ORD100436,2024-02-19,North,Store_13,Groceries,45.36,3,0.0,136.08,136.08,80.53,55.55,Credit Card,Returning,22.0,Female,3.8,3.0
ORD101559,2024-09-16,West,Store_05,Clothing,118.29,2,0.0,236.58,236.58,175.93,60.65,Mobile Wallet,New,60.0,Male,4.3,3.0
ORD105605,2023-02-14,North,Store_19,Sports,123.93,1,5.0,123.93,117.73,55.47,62.26,Credit Card,New,36.0,Male,3.4,5.0
ORD100655,2024-01-24,East,Store_13,Beauty,5.15,1,5.0,5.15,4.89,3.25,1.64,Bank Transfer,VIP,52.0,Male,3.4,3.0
ORD103788,2024-12-13,Central,Store_07,Clothing,42.18,2,0.0,134.98,134.98,74.68,60.3,Debit Card,Returning,16.0,Male,3.4,4.0
ORD100780,2024-10-02,East,Store_19,Beauty,149.68,1,0.0,149.68,149.68,105.66,44.02,Credit Card,New,48.0,Female,2.7,6.0
ORD104983,2023-10-21,Central,Store_17,Groceries,48.93,1,15.0,48.93,41.59,26.66,14.93,Debit Card,New,39.0,Female,4.7,4.0
ORD104080,2024-10-21,East,Store_17,Home & Living,44.0,1,0.0,44.0,44.0,23.86,20.14,Mobile Wallet,New,40.0,Male,4.1,6.0
ORD102042,2024-06-28,East,Store_13,Beauty,51.02,5,0.0,306.12,306.12,170.24,135.88,Debit Card,Returning,47.0,Female,3.8,2.0
ORD102532,2024-11-06,South,Store_03,Beauty,106.58,2,0.0,341.06,341.06,205.3,135.76,Credit Card,Returning,17.0,Male,3.1,4.0
ORD101197,2024-12-17,North,Store_13,Home & Living,62.07,2,0.0,198.62,198.62,146.36,52.26,Debit Card,Returning,25.0,Male,4.0,2.0
ORD103688,2024-12-06,Central,Store_17,Groceries,37.73,1,0.0,60.37,60.37,44.72,15.65,Bank Transfer,New,63.0,Female,4.1,1.0
ORD104363,2024-12-07,North,Store_09,Groceries,22.92,1,0.0,36.67,36.67,21.36,15.31,Debit Card,New,61.0,Male,4.4,4.0
ORD104348,2024-07-13,North,Store_18,Clothing,133.03,1,0.0,159.64,159.64,86.21,73.43,Debit Card,New,18.0,Male,3.6,2.0
ORD101987,2023-06-04,East,Store_16,Beauty,81.59,1,0.0,97.91,97.91,52.67,45.24,Mobile Wallet,Returning,26.0,Female,4.6,3.0
ORD100845,2023-01-04,North,Store_17,Electronics,1126.87,1,5.0,1126.87,1070.53,647.71,422.82,Cash,Returning,47.0,Female,3.5,5.0
ORD100602,2024-06-23,Central,Store_06,Sports,204.68,2,0.0,491.23,491.23,361.86,129.37,Cash,New,28.0,Male,4.5,3.0
ORD102877,2024-11-14,West,Store_01,Home & Living,298.01,1,0.0,476.82,476.82,334.24,142.58,Mobile Wallet,New,52.0,Male,4.1,3.0
ORD100611,2023-12-04,Central,Store_15,Home & Living,467.77,1,0.0,748.43,748.43,481.99,266.44,Bank Transfer,VIP,51.0,Male,5.0,4.0
ORD104690,2023-01-02,Central,Store_14,Clothing,18.0,3,,54.0,54.0,26.02,27.98,Cash,New,27.0,Female,4.3,3.0
ORD104942,2024-09-03,South,Store_18,Electronics,658.28,1,10.0,658.28,592.45,380.15,212.3,Debit Card,VIP,32.0,Male,2.5,3.0
ORD100108,2023-12-11,South,Store_16,Electronics,194.47,1,0.0,311.15,311.15,227.76,83.39,Bank Transfer,New,38.0,Female,,5.0
ORD102530,2024-10-30,Central,Store_05,Clothing,106.04,1,20.0,106.04,84.83,55.08,29.75,Cash,VIP,26.0,Female,3.9,1.0
ORD105146,2023-12-14,East,Store_11,Groceries,40.92,1,15.0,65.47,55.65,34.99,20.66,Debit Card,VIP,52.0,Female,4.6,1.0
ORD103017,2023-06-07,East,Store_02,Beauty,121.76,2,0.0,292.22,292.22,152.49,139.73,Cash,Returning,58.0,Female,2.7,4.0
ORD102471,2023-03-14,South,Store_11,Clothing,148.44,2,5.0,296.88,282.04,188.93,93.11,Credit Card,New,31.0,Female,4.4,2.0
ORD101733,2024-09-23,West,Store_14,Groceries,35.96,2,0.0,71.92,71.92,37.55,34.37,Credit Card,Returning,29.0,Male,4.8,6.0
ORD105121,2024-03-26,West,Store_16,Home & Living,162.13,3,0.0,486.39,486.39,269.86,216.53,Credit Card,Returning,44.0,Male,4.3,4.0
ORD101302,2024-05-25,North,Store_15,Electronics,1076.02,3,15.0,3228.06,2743.85,1238.71,1505.14,Mobile Wallet,New,56.0,Male,2.8,2.0
ORD100828,2024-09-22,South,Store_13,Groceries,28.27,1,25.0,28.27,21.2,11.2,10.0,Debit Card,New,71.0,Female,3.4,1.0
ORD100151,2023-07-25,West,Store_04,Groceries,12.38,1,10.0,14.86,13.37,9.66,3.71,Debit Card,VIP,52.0,Male,3.2,2.0
ORD104652,2023-08-30,Central,Store_03,Groceries,26.3,1,0.0,26.3,26.3,19.61,6.69,Cash,Returning,,Male,5.0,4.0
ORD101417,2023-11-17,South,Store_18,Sports,208.51,2,20.0,667.23,533.78,278.46,255.32,Mobile Wallet,VIP,26.0,Male,4.3,0.0
ORD103728,2023-09-06,West,Store_10,Groceries,46.78,1,0.0,46.78,46.78,34.83,11.95,Bank Transfer,New,27.0,Male,4.5,7.0
ORD105260,2024-12-26,South,Store_10,Beauty,51.29,2,0.0,164.13,164.13,114.99,49.14,Debit Card,Returning,31.0,Male,4.9,5.0
ORD102084,2023-04-06,South,Store_08,Electronics,575.08,1,0.0,575.08,575.08,271.9,303.18,Credit Card,New,38.0,Female,5.0,8.0
ORD102073,2023-09-07,Central,Store_18,Sports,43.61,1,,43.61,43.61,24.07,19.54,Mobile Wallet,Returning,43.0,Male,4.7,3.0
ORD100782,2023-03-31,West,Store_16,Beauty,105.19,2,0.0,210.38,210.38,149.96,60.42,Debit Card,New,41.0,Male,,3.0
ORD100397,2023-05-24,South,Store_17,Home & Living,393.8,1,20.0,393.8,315.04,144.66,170.38,Cash,New,35.0,Female,4.3,2.0
ORD103053,2023-09-19,East,Store_03,Groceries,10.57,1,0.0,10.57,10.57,7.3,3.27,Bank Transfer,Returning,35.0,Male,3.2,4.0
ORD100166,2023-08-23,North,Store_02,Home & Living,330.63,2,0.0,661.26,661.26,344.18,317.08,Debit Card,Returning,45.0,Female,2.7,1.0
ORD105566,2023-06-10,West,Store_20,Groceries,39.01,1,5.0,46.81,44.47,32.07,12.4,Cash,Returning,28.0,Male,2.7,7.0
ORD103601,2024-03-21,West,Store_07,Groceries,4.35,1,10.0,4.35,3.92,2.33,1.59,Bank Transfer,Returning,16.0,Other,3.4,1.0
ORD101225,2024-12-08,West,Store_15,Home & Living,296.06,2,0.0,947.39,947.39,636.13,311.26,Bank Transfer,VIP,26.0,Female,4.5,1.0
ORD101796,2024-12-13,North,Store_16,Sports,18.46,2,0.0,59.07,59.07,32.62,26.45,Debit Card,Returning,18.0,Female,4.9,4.0
ORD104450,2024-09-19,East,Store_09,Home & Living,466.18,1,25.0,466.18,349.63,240.91,108.72,Bank Transfer,Returning,25.0,Male,5.0,1.0
ORD101642,2023-11-23,West,Store_14,Groceries,53.0,2,5.0,169.6,161.12,105.05,56.07,Cash,Returning,46.0,Male,5.0,3.0
ORD105768,2023-12-09,Central,Store_02,Electronics,317.08,1,10.0,507.33,456.6,286.23,170.37,Debit Card,New,31.0,Male,4.2,3.0
ORD100142,2023-07-21,South,Store_15,Clothing,106.26,1,0.0,127.51,127.51,78.15,49.36,Bank Transfer,New,40.0,Female,3.0,6.0
ORD101240,2024-01-06,South,Store_19,Groceries,3.57,1,5.0,3.57,3.39,2.4,0.99,Credit Card,New,38.0,Female,4.9,2.0
ORD101986,2024-08-26,Central,Store_08,Home & Living,435.93,1,0.0,435.93,435.93,252.47,183.46,Mobile Wallet,Returning,34.0,Male,5.0,
ORD104016,2023-07-17,South,Store_16,Sports,109.95,1,5.0,131.94,125.34,81.42,43.92,Credit Card,Returning,47.0,Male,2.7,3.0
ORD102452,2023-03-11,South,Store_01,Groceries,37.08,2,0.0,74.16,74.16,39.14,35.02,Mobile Wallet,Returning,51.0,Male,2.8,4.0
ORD104744,2024-05-23,Central,Store_18,Clothing,18.39,4,0.0,73.56,73.56,43.48,30.08,Credit Card,Returning,65.0,Male,4.8,2.0
ORD105646,2024-10-03,South,Store_06,Groceries,47.87,1,25.0,47.87,35.9,23.82,12.08,Bank Transfer,VIP,28.0,Male,4.2,3.0
ORD102461,2023-06-07,South,Store_05,Beauty,77.93,4,0.0,374.06,374.06,194.57,179.49,Debit Card,New,47.0,Male,2.7,3.0
ORD103668,2023-11-07,West,Store_19,Groceries,32.58,1,10.0,52.13,46.92,23.46,23.46,Bank Transfer,Returning,26.0,Female,4.3,2.0
ORD102223,2023-11-05,South,Store_04,Sports,125.98,2,0.0,403.14,403.14,219.98,183.16,Debit Card,VIP,36.0,Male,4.0,4.0
ORD100237,2023-11-12,North,Store_13,Electronics,792.91,2,5.0,2537.31,2410.44,1324.86,1085.58,Mobile Wallet,New,20.0,Male,2.1,4.0
ORD100989,2024-07-28,South,Store_19,Groceries,2.76,1,10.0,3.31,2.98,1.73,1.25,Mobile Wallet,Returning,39.0,,2.8,4.0
ORD105062,2024-03-26,West,Store_03,Home & Living,286.46,1,0.0,286.46,286.46,181.65,104.81,Cash,Returning,16.0,Female,5.0,2.0
ORD101758,2024-02-22,South,Store_12,Electronics,363.14,1,0.0,363.14,363.14,232.8,130.34,Cash,Returning,31.0,Female,4.6,1.0
ORD105435,2024-12-24,West,Store_18,Groceries,9.33,1,0.0,14.93,14.93,8.79,6.14,Credit Card,New,44.0,Male,4.4,2.0
ORD101021,2023-02-22,North,Store_02,Electronics,700.53,1,0.0,700.53,700.53,445.4,255.13,Bank Transfer,Returning,26.0,Male,3.9,1.0
ORD104984,2023-05-21,North,Store_08,Sports,203.65,1,0.0,203.65,203.65,128.75,74.9,Debit Card,Returning,23.0,Male,5.0,3.0
ORD103094,2024-10-26,South,Store_13,Electronics,1070.31,4,5.0,4281.24,4067.18,2181.22,1885.96,Cash,New,54.0,Other,4.4,0.0
ORD100866,2024-08-21,West,Store_11,Groceries,39.75,2,0.0,79.5,79.5,38.79,40.71,Mobile Wallet,VIP,48.0,Male,4.6,6.0
ORD103020,2023-09-13,North,Store_16,Home & Living,286.98,1,0.0,286.98,286.98,135.5,151.48,Credit Card,VIP,29.0,Male,2.4,5.0
ORD105363,2024-09-15,West,Store_10,Groceries,45.47,1,0.0,45.47,45.47,27.71,17.76,Credit Card,VIP,39.0,Female,4.1,3.0
ORD103366,2024-03-29,East,Store_20,Beauty,22.83,1,0.0,22.83,22.83,16.98,5.85,Bank Transfer,New,37.0,Male,2.8,3.0
ORD105287,2024-09-21,East,Store_15,Electronics,693.07,1,0.0,693.07,693.07,348.99,344.08,Cash,Returning,60.0,Male,3.2,1.0
ORD103544,2023-01-28,North,Store_20,Groceries,4.88,1,0.0,4.88,4.88,2.81,2.07,Debit Card,VIP,46.0,Female,3.6,6.0
ORD101697,2023-04-20,West,Store_15,Groceries,56.81,2,5.0,113.62,107.94,58.43,49.51,Cash,New,65.0,Male,4.7,3.0
ORD105324,2024-10-28,East,Store_04,Groceries,37.1,4,0.0,148.4,148.4,85.8,62.6,Debit Card,VIP,55.0,Female,4.5,3.0
ORD102217,2024-12-29,North,Store_19,Electronics,377.85,1,0.0,604.56,604.56,359.27,245.29,Mobile Wallet,Returning,32.0,Female,4.3,6.0
ORD103422,2024-03-14,East,Store_09,Groceries,22.53,3,15.0,67.59,57.45,34.94,22.51,Bank Transfer,Returning,25.0,Other,5.0,
ORD100327,2023-01-28,East,Store_05,Clothing,79.3,3,0.0,237.9,237.9,119.6,118.3,Cash,New,47.0,Female,3.7,4.0
ORD104337,2023-08-28,West,Store_19,Groceries,22.62,4,0.0,90.48,90.48,51.78,38.7,Credit Card,New,39.0,Male,3.2,6.0
ORD105054,2023-02-06,West,Store_05,Electronics,1130.82,1,20.0,1130.82,904.66,562.56,342.1,Debit Card,VIP,46.0,Female,4.2,7.0
ORD101582,2024-01-12,Central,Store_01,Groceries,41.05,1,0.0,41.05,41.05,29.95,11.1,Bank Transfer,New,16.0,Male,4.7,6.0
ORD100803,2024-11-01,West,Store_09,Groceries,50.06,1,0.0,80.1,80.1,44.34,35.76,Cash,New,37.0,Male,4.2,0.0
ORD104448,2024-02-07,Central,Store_09,Clothing,112.63,1,10.0,112.63,101.37,64.04,37.33,Debit Card,VIP,23.0,Male,4.5,1.0
ORD104177,2024-06-07,West,Store_10,Electronics,516.84,2,20.0,1240.42,992.34,685.06,307.28,Credit Card,Returning,32.0,Female,4.7,2.0
ORD101226,2023-03-20,North,Store_12,Groceries,50.36,1,5.0,50.36,47.84,24.92,22.92,Cash,VIP,44.0,Female,2.8,4.0
ORD101203,2024-07-09,Central,Store_02,Electronics,327.2,1,10.0,392.64,353.38,234.76,118.62,Credit Card,New,31.0,Male,3.7,3.0
ORD105786,2024-04-16,South,Store_13,Electronics,384.89,1,0.0,384.89,384.89,256.72,128.17,Cash,New,29.0,Male,2.8,5.0
ORD102887,2023-02-16,North,Store_06,Clothing,95.48,2,0.0,190.96,190.96,138.56,52.4,Mobile Wallet,VIP,47.0,Male,4.4,
ORD102903,2024-03-26,West,Store_04,Electronics,897.01,1,0.0,897.01,897.01,432.82,464.19,Bank Transfer,VIP,38.0,Male,2.8,4.0
ORD101034,2023-02-18,West,Store_03,Groceries,53.99,2,0.0,107.98,107.98,77.6,30.38,Debit Card,Returning,42.0,Male,4.9,4.0
ORD103899,2024-11-06,East,Store_01,Clothing,76.43,2,5.0,244.58,232.35,111.59,120.76,Credit Card,Returning,46.0,Female,3.6,3.0
ORD104105,2023-11-27,West,Store_10,Beauty,33.49,1,0.0,53.58,53.58,29.25,24.33,Mobile Wallet,New,50.0,Male,5.0,4.0
ORD102392,2024-03-26,Central,Store_10,Clothing,132.9,1,25.0,132.9,99.67,67.48,32.19,Debit Card,Returning,29.0,Male,3.8,3.0
ORD105671,2024-04-14,West,Store_02,Groceries,21.94,3,5.0,65.82,62.53,28.39,34.14,Credit Card,New,28.0,Male,2.7,
ORD104012,2024-05-18,Central,Store_13,Electronics,909.78,1,20.0,909.78,727.82,407.28,320.54,Debit Card,Returning,,Male,3.6,6.0
ORD100401,2024-07-21,North,Store_14,Clothing,59.64,2,0.0,143.14,143.14,74.81,68.33,Credit Card,Returning,40.0,Female,5.0,6.0
ORD104362,2023-12-29,West,Store_07,Beauty,64.37,1,20.0,102.99,82.39,59.54,22.85,Debit Card,VIP,25.0,Female,5.0,5.0
ORD101346,2024-09-16,North,Store_13,Clothing,72.43,1,15.0,72.43,61.57,45.3,16.27,Credit Card,Returning,47.0,Male,3.6,3.0
ORD102391,2023-05-21,Central,Store_07,Clothing,108.66,1,0.0,108.66,108.66,49.26,59.4,Mobile Wallet,Returning,44.0,Female,3.5,6.0
ORD101267,2023-09-30,Central,Store_16,Groceries,18.07,1,0.0,18.07,18.07,9.26,8.81,Debit Card,New,47.0,Female,4.9,5.0
ORD100805,2024-07-24,South,Store_03,Groceries,39.64,3,0.0,142.7,142.7,74.65,68.05,Bank Transfer,New,19.0,Female,4.4,7.0
ORD101443,2023-11-13,South,Store_01,Groceries,31.27,2,10.0,100.06,90.05,50.72,39.33,Cash,New,42.0,Male,3.9,3.0
ORD100959,2023-10-28,Central,Store_06,Groceries,44.4,1,5.0,44.4,42.18,24.69,17.49,Credit Card,Returning,31.0,,,3.0
ORD105220,2023-08-09,North,Store_04,Home & Living,231.61,1,0.0,231.61,231.61,144.95,86.66,Credit Card,Returning,32.0,Male,4.1,5.0
ORD100185,2023-11-22,South,Store_20,Clothing,44.99,1,0.0,71.98,71.98,44.59,27.39,Cash,Returning,35.0,Female,3.4,5.0
ORD104702,2024-02-02,East,Store_12,Clothing,26.33,4,10.0,105.32,94.79,60.83,33.96,Debit Card,VIP,26.0,Male,3.7,3.0
ORD102085,2024-04-23,South,Store_14,Home & Living,92.77,2,5.0,185.54,176.26,87.46,88.8,Cash,New,30.0,Female,3.4,4.0
ORD103226,2024-02-27,North,Store_16,Clothing,136.0,5,0.0,680.0,680.0,505.03,174.97,Cash,New,40.0,Female,5.0,5.0
ORD100096,2023-06-24,South,Store_08,Groceries,32.38,1,15.0,38.86,33.03,18.79,14.24,Cash,Returning,36.0,Other,2.0,3.0
ORD103978,2024-01-31,South,Store_05,Electronics,1134.85,2,0.0,2269.7,2269.7,1456.67,813.03,Bank Transfer,New,,Female,3.8,6.0
ORD105711,2024-11-16,North,Store_15,Sports,133.89,1,15.0,214.22,182.09,110.42,71.67,Cash,Returning,23.0,Female,3.8,3.0
ORD102119,2024-05-27,West,Store_03,Groceries,44.46,1,0.0,44.46,44.46,31.54,12.92,Debit Card,Returning,31.0,Male,4.1,2.0
ORD102789,2024-09-01,West,Store_19,Clothing,153.09,1,15.0,153.09,130.13,76.25,53.88,Debit Card,VIP,42.0,Female,5.0,7.0
ORD102927,2023-08-23,South,Store_09,Home & Living,311.36,5,5.0,1556.8,1478.96,1008.39,470.57,Debit Card,Returning,35.0,Male,3.5,4.0
ORD101250,2023-06-26,South,Store_03,Clothing,31.35,1,0.0,37.62,37.62,26.34,11.28,Debit Card,New,58.0,Male,3.0,5.0
ORD103626,2024-07-16,East,Store_11,Clothing,113.8,2,5.0,273.12,259.46,192.32,67.14,Cash,VIP,21.0,Female,5.0,2.0
ORD100669,2023-04-07,West,Store_11,Clothing,115.02,1,5.0,115.02,109.27,61.45,47.82,Credit Card,Returning,46.0,Female,4.7,
ORD101752,2024-04-03,West,Store_07,Clothing,84.37,1,0.0,84.37,84.37,40.7,43.67,Bank Transfer,Returning,34.0,Other,3.7,3.0
ORD100469,2024-11-12,West,,Electronics,888.32,2,5.0,2842.62,2700.49,1844.05,856.44,Bank Transfer,New,57.0,Male,4.2,0.0
ORD103634,2024-12-02,West,Store_08,Groceries,39.46,3,15.0,189.41,161.0,95.05,65.95,Bank Transfer,Returning,27.0,Male,3.0,4.0
ORD104064,2024-07-06,North,Store_19,Groceries,12.63,1,0.0,15.16,15.16,8.19,6.97,Bank Transfer,Returning,47.0,Female,4.0,2.0
ORD101659,2023-07-05,Central,Store_10,Home & Living,454.69,1,0.0,545.63,545.63,377.38,168.25,Cash,Returning,16.0,Male,5.0,
ORD103238,2024-10-06,East,Store_11,Beauty,83.23,3,0.0,249.69,249.69,150.31,99.38,Bank Transfer,New,25.0,Male,1.9,2.0
ORD101476,2023-12-25,South,Store_02,Electronics,876.17,2,0.0,2803.74,2803.74,2013.1,790.64,Mobile Wallet,Returning,21.0,Female,4.3,3.0
ORD105785,2024-03-26,Central,Store_15,Groceries,38.8,2,0.0,77.6,77.6,54.27,23.33,Cash,Returning,29.0,Male,4.8,3.0
ORD104296,2023-11-22,North,Store_11,Clothing,119.92,1,0.0,191.87,191.87,96.35,95.52,Mobile Wallet,New,28.0,Male,4.1,0.0
ORD104084,2024-01-02,South,Store_18,Groceries,38.75,1,0.0,38.75,38.75,28.22,10.53,Mobile Wallet,New,29.0,Male,3.7,1.0
ORD105891,2023-11-02,Central,Store_05,Home & Living,400.89,1,0.0,641.42,641.42,376.07,265.35,Credit Card,New,55.0,Male,4.8,5.0
ORD101377,2024-07-02,Central,Store_12,Home & Living,433.64,1,5.0,520.37,494.35,261.59,232.76,Debit Card,Returning,24.0,Male,1.0,2.0
ORD104766,2024-02-21,West,Store_16,Clothing,145.71,1,10.0,145.71,131.14,64.55,66.59,Debit Card,New,33.0,Female,4.8,5.0
ORD103041,2023-08-01,East,Store_15,Groceries,10.27,1,20.0,10.27,8.22,4.73,3.49,Bank Transfer,New,48.0,Female,4.4,7.0
ORD104243,2023-01-24,West,Store_10,Clothing,116.26,3,0.0,348.78,348.78,217.5,131.28,Credit Card,Returning,27.0,Female,2.5,4.0
ORD105685,2023-11-16,South,Store_08,Sports,44.17,1,5.0,70.67,67.14,50.04,17.1,Cash,Returning,,Male,3.8,4.0
ORD103210,2024-12-02,North,Store_15,Home & Living,378.3,2,0.0,1210.56,1210.56,641.3,569.26,Bank Transfer,Returning,52.0,Female,5.0,5.0
ORD101221,2024-02-08,North,Store_09,Groceries,56.88,1,0.0,56.88,56.88,38.88,18.0,Mobile Wallet,Returning,54.0,Female,3.9,0.0
ORD103723,2024-12-26,West,Store_01,Beauty,35.77,3,5.0,171.7,163.12,96.16,66.96,Mobile Wallet,New,25.0,Male,4.8,3.0
ORD102126,2023-08-13,North,Store_01,Groceries,9.2,1,0.0,9.2,9.2,6.51,2.69,Cash,New,32.0,Female,3.8,6.0
ORD105830,2023-08-30,Central,Store_11,Clothing,135.39,1,0.0,135.39,135.39,100.19,35.2,Cash,New,62.0,Male,5.0,4.0
ORD103015,2023-12-02,Central,Store_14,Clothing,87.78,3,5.0,421.34,400.27,287.81,112.46,Cash,Returning,34.0,Male,4.2,4.0
ORD102422,2023-03-17,South,Store_18,Home & Living,388.47,1,5.0,388.47,369.05,192.96,176.09,Mobile Wallet,Returning,38.0,Female,2.7,6.0
ORD103892,2023-11-15,Central,Store_16,Home & Living,384.88,1,25.0,615.81,461.86,218.99,242.87,Credit Card,Returning,38.0,Female,2.9,3.0
ORD105587,2024-12-22,East,Store_10,Groceries,55.11,1,0.0,88.18,88.18,43.24,44.94,Credit Card,New,44.0,Male,4.9,3.0
ORD105138,2023-02-28,South,Store_06,Clothing,152.67,1,0.0,152.67,152.67,113.3,39.37,Credit Card,New,27.0,Female,4.4,5.0
ORD100943,2023-12-13,South,Store_17,Beauty,111.94,1,5.0,179.1,170.14,83.31,86.83,Bank Transfer,Returning,31.0,Female,3.1,4.0
ORD101759,2024-02-29,Central,Store_08,Groceries,32.69,1,0.0,32.69,32.69,23.09,9.6,Mobile Wallet,Returning,16.0,Other,4.2,7.0
ORD103716,2023-09-13,North,Store_17,Electronics,405.47,1,0.0,405.47,405.47,271.55,133.92,Debit Card,Returning,54.0,Male,4.4,4.0
ORD100241,2024-03-02,West,Store_16,Electronics,1155.35,1,0.0,1155.35,1155.35,614.38,540.97,Bank Transfer,New,40.0,Male,5.0,2.0
ORD101789,2024-07-04,South,Store_02,Groceries,58.89,1,5.0,70.67,67.14,43.12,24.02,Debit Card,Returning,32.0,Male,5.0,3.0
ORD101926,2023-09-20,South,,Groceries,58.71,2,0.0,117.42,117.42,82.3,35.12,Bank Transfer,VIP,44.0,Female,3.8,0.0
ORD103077,2024-08-18,South,Store_16,Beauty,52.22,2,0.0,104.44,104.44,47.12,57.32,Credit Card,New,46.0,Female,4.2,7.0
ORD102603,2024-02-15,East,Store_07,Clothing,143.19,1,5.0,143.19,136.03,88.82,47.21,Credit Card,Returning,48.0,Male,4.4,3.0
ORD100526,2024-11-05,Central,Store_20,Clothing,107.43,2,0.0,343.78,343.78,227.12,116.66,Credit Card,Returning,43.0,Other,4.4,4.0
ORD105871,2023-12-11,North,Store_12,Home & Living,200.04,4,0.0,1280.26,1280.26,779.49,500.77,Mobile Wallet,New,29.0,Male,2.4,4.0
ORD104932,2024-10-18,West,Store_18,Clothing,169.33,1,5.0,169.33,160.86,101.46,59.4,Bank Transfer,New,35.0,Female,5.0,6.0
ORD103686,2023-03-19,North,Store_02,Home & Living,384.9,1,10.0,384.9,346.41,189.72,156.69,Bank Transfer,New,34.0,Female,5.0,0.0
ORD103776,2024-01-24,South,Store_09,Beauty,148.28,1,0.0,148.28,148.28,67.09,81.19,Bank Transfer,New,16.0,Male,,2.0
ORD102960,2024-11-03,South,Store_02,Home & Living,38.1,3,0.0,182.88,182.88,118.29,64.59,Bank Transfer,New,,Female,5.0,4.0
ORD102252,2023-06-27,East,Store_13,Beauty,32.41,3,5.0,116.68,110.85,75.92,34.93,Bank Transfer,New,61.0,Male,3.7,4.0
ORD104932,2024-10-18,West,Store_18,Clothing,169.33,1,5.0,169.33,160.86,101.46,59.4,Bank Transfer,New,35.0,Female,5.0,6.0
ORD105145,2024-07-02,East,Store_07,Groceries,52.63,2,0.0,126.31,126.31,92.8,33.51,Debit Card,New,30.0,Male,4.2,5.0
ORD102136,2024-02-02,South,Store_18,Beauty,122.2,1,10.0,122.2,109.98,65.36,44.62,Bank Transfer,Returning,35.0,Male,4.2,2.0
ORD104401,2023-03-28,Central,Store_12,Groceries,57.86,4,10.0,231.44,208.3,117.61,90.69,Debit Card,VIP,36.0,Male,2.5,4.0
ORD100429,2024-06-06,South,Store_19,Beauty,101.93,2,0.0,244.63,244.63,177.94,66.69,Debit Card,New,41.0,Other,4.3,6.0
ORD105928,2023-03-24,North,Store_18,Home & Living,19.97,2,0.0,39.94,39.94,28.08,11.86,Debit Card,Returning,61.0,Female,4.8,3.0
ORD102066,2024-06-13,North,Store_12,Groceries,25.41,1,10.0,30.49,27.44,18.47,8.97,Credit Card,New,46.0,Male,3.8,7.0
ORD102325,2024-08-23,North,Store_05,Groceries,32.15,2,5.0,64.3,61.09,33.93,27.16,Cash,Returning,57.0,Male,3.5,4.0
ORD101928,2023-05-14,Central,Store_04,Beauty,32.96,1,0.0,32.96,32.96,16.09,16.87,Cash,New,38.0,Male,5.0,6.0
ORD103029,2024-10-15,North,Store_06,Groceries,7.2,1,0.0,7.2,7.2,3.65,3.55,Mobile Wallet,Returning,44.0,Male,4.9,5.0
ORD103335,2023-06-16,South,Store_13,Groceries,23.12,1,10.0,27.74,24.97,17.39,7.58,Cash,New,39.0,Male,4.7,2.0
ORD102807,2023-08-15,West,Store_02,Beauty,25.23,1,5.0,25.23,23.97,16.34,7.63,Debit Card,Returning,53.0,Female,4.1,4.0
ORD105010,2024-09-08,North,Store_04,Beauty,126.9,2,10.0,253.8,228.42,164.49,63.93,Debit Card,New,,Female,2.1,2.0
ORD101478,2023-06-18,North,Store_03,Electronics,123.6,1,10.0,148.32,133.49,64.68,68.81,Debit Card,VIP,,Male,5.0,5.0
ORD100338,2023-05-28,South,Store_17,Beauty,116.51,2,0.0,233.02,233.02,138.34,94.68,Debit Card,Returning,56.0,Male,2.7,3.0
ORD102074,2024-05-23,West,Store_07,Clothing,180.71,1,0.0,180.71,180.71,132.04,48.67,Mobile Wallet,New,39.0,Male,,5.0
ORD102011,2023-10-14,West,Store_18,Beauty,11.65,1,0.0,11.65,11.65,6.12,5.53,Credit Card,Returning,45.0,Female,3.6,2.0
